Sentences_Chinese,Sentence_Cantonese,label,emo_class
他們的生活已經有所好轉，面前各自擺著一盤食物，但兩人尚且親密，因杯盤交錯之間，還能碰到各自的手。,佢哋嘅生活已經有所好轉，面前各自擺住一盤食物，但兩人尚且親密，因杯盤交錯之間，仲可以遇到各自隻手。,0,Happy
最後一幅畫讓我不勝悲哀：那是一張長長的桌子，桌上點著華麗的蠟燭，各種高檔餐具在燭光下閃閃發光。,最後一幅畫令我不勝悲哀：係一張長長嘅枱，桌上啲住華麗嘅蠟燭，各種高檔餐具喺燭光下閃閃發光。,1,Sad
兩個人分踞餐桌的兩頭，遠得幾乎看不見對方了，他們的視線被高檔的餐具和食物阻擋著，永遠也無法再次相遇。,兩個人分踞餐桌嘅兩頭，遠得幾乎看不見對方咗，佢哋嘅視線被高檔嘅餐具同食物阻擋住，永遠都無法再次相遇。,1,Sad
我最願意相信吃是相愛的人之間最重要的一個活動，唯有吃的過程當中那些你推我讓，最能體現實實在在的感情。,我最願意相信食係相愛的人之間最緊要一個活動，只好食嘅過程當中嗰啲你推我讓，最能體現實實在在嘅感情。,0,Happy
可富貴讓這種樂趣蕩然無存。,可富貴讓這種樂趣蕩然無存。,1,Sad
食品太豐富了，生活太有品位了，用餐時怎麼可能做到你讓我，我讓你？,食品太豐富了，生活太有品位了，用餐時點可能做到你畀我，我讓你？,1,Sad
過去的歲月，因為一張糧票的無私贈與，便打動了一顆少年的心，愛情輕易地就產生了。,舊時嘅歲月，因為一張糧票嘅無私贈與，面打動了一顆少年心，愛情輕易咁就產生了。,0,Happy
現在要產生愛情多麼不易呀！,而家要產生愛情多麼不易呀！,1,Sad
就因為他們是一對患難夫妻。,就因為佢哋係一對患難夫妻。,0,Happy
這，也許就是人們為何不斷追求新人的原因吧？,這，或者就係啲人點解不斷追求新人嘅原因吧？,1,Sad
元春在省親時很傷感，覺得小家小戶的尚可享受天倫之樂，而貴為妃子時，這一點會面也是極其難得了。,元春喺省親時好傷感，覺得小家小戶嘅尚可享受天倫之樂，而貴為妃子時，啲會面也是難得到極咗。,1,Sad
說著淚雨紛飛，引得大家都很傷心。,說著淚雨紛飛，引得大家都好傷心。,1,Sad
乃是因為有了考試！,乃是因為有了考試！,0,Happy
真是一語驚醒夢中人。,真是一語驚醒夢中人。,0,Happy
你看歷年來的所謂“高考狀元”，哪個不倍受關注？,你睇歷年嚟嘅所謂占高考狀元桎梏，邊個唔倍受關注？,0,Happy
這個廠家獎勵了，那個公司助學了，就連雲南那個包機送貧困生上學的企業家送的也是北大清華的考試高手，考三類學校的學生哪裡會獲得這樣的經濟效益？,呢個廠家獎咗，嗰個公司助學咗，就連雲南嗰個包機送貧困生返學嘅企業家送嘅都係北大清華嘅考試高手，考三類學校嘅學生邊度會獲得噉嘅經濟傚益？,1,Sad
所以說，考試是最好的興奮劑，不隔三差五給學生服用一點，再高明的老師都玩不下去。,所以話，考試係最好嘅興奮劑，唔隔三差五畀學生服用啲，再高明嘅老師都玩唔落去。,1,Sad
它吃掉的不僅是我的金錢，還有我的青春。,它吃掉的不僅係我嘅金錢，仲有我嘅青春。,1,Sad
終於，我決定離開廣東回到家鄉。,終於，我決定離開廣東回到家鄉。,1,Sad
為了擺脫打卡，我不得不和保安打成一片。,為咗擺脫打卡，我不得不同保安打成一片。,1,Sad
我買好煙孝敬他們，請他們喝酒，當他們的愛情諮詢專家，為的是在我遲到時他們能替我打卡。,我買好煙孝敬佢哋，請佢哋喝酒，當佢哋嘅愛情諮詢專家，為的係喺我遲到時佢哋可以幫我打卡。,1,Sad
思來想去，我決定進報社當記者。,思來想去，我決定入報社做記者。,4,Neutral
記者天天跑新聞，哪兒能天天打卡呢？,記者日日跑新聞，邊度能日日打卡呢？,0,Happy
想到從此能徹底逃離打卡機的魔爪，我做夢都笑醒了。,想到從此能徹底逃離打卡機嘅魔爪，我發夢都笑醒曬。,0,Happy
經過慘烈的競爭，我成了一名新聞工作者。,經過慘烈嘅競爭，我成了一名新聞工作者。,0,Happy
可還沒興奮夠呢，就發現報社也打卡，而且是指紋打卡機！,可還沒興奮夠呢，就發現報社都打卡，而且係指紋打卡機！,1,Sad
這哪裡是報社，明明是情報局呀。,邊度係報社，明明係情報局呀。,1,Sad
試驗的結果讓我再次認識到，電影只是一種虛構的藝術，是人們想像力的發揮，所以呢，最好還是請勿模仿。,試驗嘅結果畀我再次認識到，電影只係一種虛構嘅藝術，係人們想像力嘅發揮，所以呢，最好都係請勿模仿。,1,Sad
很快，我又物色了一家不打卡的工作室。,好快，我又物色咗一家唔打卡嘅工作室。,0,Happy
與此同時，我和我的女朋友也分手了。,與此同時，我同我嘅女朋友都散咗。,1,Sad
只因為她說結婚後為防止我下班出去花天酒地，也準備買一台打卡機放在家裡。,只因為佢話結婚後為防止我放工出去花天酒地，都準備買部打卡機放喺屋企。,1,Sad
是從奶牛身上擠出來的。,係由奶牛身上擠出嚟嘅。,4,Neutral
是從剝奪了性生活和性快樂的奶牛身上來的。,係由剝奪咗性生活和性快樂嘅奶牛身上嚟嘅。,1,Sad
草原上的人都知道，牛為人類的健康和幸福犧牲最大的是終身被剝奪了性愛和做一頭正常母牛的權利。,草原上嘅人都知，牛為人類嘅健康同幸福犧牲最大嘅係終身被剝奪了性愛和做一頭正常母牛嘅權利。,1,Sad
為了確保牛奶品質的純正和消除病菌傳播的機會，人們創造了禁絕奶牛自然交配的方式。,為咗確保牛奶品質嘅純正同消除病菌傳播嘅機會，人們創造咗禁絕奶牛自然交配嘅方式。,1,Sad
用強制的手段，將所有奶牛與公牛隔離開，不允許偷情，甚至連公牛的味都不許聞。,用強制嘅手段，把所有奶牛與公牛隔離開，唔允許偷情，甚至連公牛嘅味都唔准聞。,1,Sad
終於，不但母牛永遠失去了性的自主權，連公牛也失去了春心萌動的記憶，並最終徹底喪失了這一美好的本能。,終於，唔單止母牛永遠失去咗性嘅自主權，連公牛都失去埋春心萌動嘅記憶，並最終徹底喪失咗美好嘅本能。,1,Sad
之後，如此往復，年復一年，直到十四五歲時被請出正宮，遷往敬老院，催肥上膘，然後被屠宰上市。,之後，如此徃復，年復一年，直到十四五歲時被請出正宮，遷往敬老院，催肥上膘，然後被屠宰上市。,1,Sad
而公牛仔卻悲慘地被判處死刑並且立即執行，血清被賣到製藥廠，屍身被肢解後送入超市，湧入市場經濟的大潮。,而公牛仔卻悲慘地被判處死刑並且立即執行，血清被賣到製藥廠，屍身被肢解後送入超市，湧入市場經濟嘅大潮。,1,Sad
自從漢人由吃稀粥改為喝牛奶，不僅身高有所增長，而且骨骼的密度大大增強，比過去結實多了。,自從漢人由食稀粥改為飲牛奶，不僅身高有所增長，而且骨骼嘅密度大大增強，比過去穩陣多咗。,0,Happy
其實，人與其他動物的關係同樣如此。,其實，人與其他動物嘅關係同樣如此。,4,Neutral
人的進化是與對動物的奴役成正比的。,人嘅進化係與對動物嘅奴役成正比嘅。,1,Sad
後來男人又學女人樣，把女人圈養和馴化，終於使女人依附于男人。,後來男人又學女人樣，把女人圈養和馴化，終於使女人依附于男人。,1,Sad
所謂文明，其實不過是女人按自己的理想改造動物和男人按女人方式把女人改造成動物的進化史。,所謂文明，其實不過昰女人按自己嘅理想改造動物同男人按女人方式將女人改造成動物嘅進化史。,1,Sad
在漫長的暑假裡，沒有玩伴，我就在昆明陸軍學院的草地裡尋找這種好鬥的小生物。,喺漫長嘅暑假度，冇玩伴，我就喺昆明陸軍學院嘅草地度尋找呢種爛打嘅小生物。,0,Happy
和它們交道打久了，我甚至可以惟妙惟肖地模仿蟋蟀的叫聲。,和牠們交道打久了，我甚至可以惟妙惟肖地模仿蟋蟀的叫聲。,0,Happy
這是個老蟲迷告訴我的經驗之談。,係個老蟲迷告訴我嘅經驗之談。,4,Neutral
但是，我因為其他的事，將他們兩個忘記了。,但是，我因為其他嘅事，將佢哋兩個忘記了。,1,Sad
我的愛將只剩下一半身子，卻還在盒子裡爬著。,我的愛將只剩下一半身子，卻仲喺盒子裡擒住。,1,Sad
很明顯，在三天時間裡，他的一半身體讓他的女朋友一小口一小口地吃了，他只剩下了一半，卻仍然活著！,好明顯，喺三日時間度，佢嘅一半身體畀佢嘅女朋友一小口一小口咁食了，佢得番咗一半，卻仍然在生！,2,Surprise
我聽說過，螳螂和蠍子在交配以後，雄性都會被雌性吃掉。,我聽說過，螳螂和蠍子喺交配以後，雄性都會被雌性吃掉。,4,Neutral
卻不知道蟋蟀也會如此，而且會用如此慘烈的方式。,卻唔知蟋蟀都會如此，而且會用如此慘烈嘅方式。,1,Sad
想來，那蟋蟀是自願的，因為我知道他的大牙有多厲害，雌蟋蟀的口器很細小，簡直不能對他構成任何傷害。,想來，那蟋蟀是自願的，因為我知道他的大牙有多厲害，雌蟋蟀的口器很細小，簡直不能對他構成任何傷害。,1,Sad
我把他們放進了草叢，開始抓著頭發狂叫。,我將佢哋放進了草叢，開始抓著頭髮狂叫。,1,Sad
恐懼、痛苦、震動的心情讓我幾乎無法停止。,恐懼、痛苦、震動嘅心情令我幾乎無法停止。,1,Sad
一看見它們，我就想起它們的愛情。,一見到它們，我就想起它們的愛情。,0,Happy
她吸收了我的優點，分手後變得大膽，卻沒有我的冒進，她學會享樂，卻沒有我的頹廢，她具備了我的優點，卻把我的缺點毫不留情地丟到了爪哇國。,她吸收了我的優點，分手後變得大膽，卻沒有我的冒進，她學會享樂，卻沒有我的頹廢，她具備了我的優點，卻把我的缺點毫不留情地丟到了爪哇國。,0,Happy
可以是物質上的，還可以是精神上的。,可以係物質上嘅，仲可以係精神上嘅。,4,Neutral
對父母的感恩，不是一句話，好聽的話人人都可以說一籮筐。,對父母嘅感恩，唔係一句說話，好聽嘅話個個都可以話一籮筐。,0,Happy
對父母的感恩是在他們勞累的時候，自己主動的替他們去做，而後給他們倒一杯水，搬把椅子讓他們休息一下。,對父母嘅感恩係喺佢哋勞累嘅時候，自己主動嘅幫佢哋去做，而之後畀佢哋倒一杯水，搬把凳畀佢哋休息嚇。,0,Happy
我清楚記得兄長曾經在酒後告訴過我：無論什麼時候，只要你回頭，我都站在你看的到的地方。,我清楚記得兄長曾經喺酒後告訴過我：無論幾時，只要你回頭，我都企喺你睇嘅親嘅地方。,0,Happy
如果一個人一輩子能擁有一兩個這樣的朋友，此生也就應該無憾了。,如果一個人一世能擁有一兩個咁樣嘅朋友，此生都就應該無憾埋。,0,Happy
很高興，我有這樣一個朋友。,好開心，我有這樣一個朋友。,0,Happy
我一個人吃飯，一個人逛街，一個人睡覺，一個人散步，一個人聽音樂，一個人漫步在許多城市的角落裡，一個人孤獨咀嚼著異鄉的滋味。,我一個人食飯，一個人逛街，一個人睡覺，一個人散步，一個人聽音樂，一個人漫步喺好多城市嘅角落裡，一個人孤獨咀嚼著異鄉嘅滋味。,1,Sad
太多太多的時候都是一個人了。,太多太多嘅時候都係一個人了。,1,Sad
三天前帶著滿身的疲憊從長沙回到了廣東，很想靜靜的休息一段時間，自己還沒有緩過神來。,三日前監滿身嘅疲憊由長沙回到了廣東，很想靜靜的休息一段時間，自己未曾緩過神嚟。,1,Sad
”反抗沒有結果後，還是接受了這樣的安排。,朕反抗冇結果之後，重係接受咗噉嘅安排。,1,Sad
我一個人從容桂中學坐２１３路公車到車站，整個人都沒有任何的思想，傻傻的發著呆。,我一個人從容桂中學坐213路巴士到車站，成個人都冇任何嘅思想，傻傻地發住呆。,1,Sad
從容桂到廣州的大巴車上，車子啟動的時候我哭了。,由容桂到廣州嘅大巴車上，車啟動嘅時候我喊咗。,1,Sad
那象洪水一樣的淚水發洩著我這段時間的疲憊。,象洪水一樣嘅淚水發洩住我呢段時間嘅疲憊。,1,Sad
到達廣州的時候是晚上八點。,到達廣州嘅時候係夜晚八點。,4,Neutral
中餐晚餐都沒有吃的我居然一點也不餓。,中餐晚餐都冇食嘅我居然一啲都唔肚餓。,2,Surprise
傻傻在流花賓館那的麥當勞坐著，喝著很冰的可樂。,傻傻地流花賓館緊嘅麥當勞坐住，飲住好冰嘅可樂。,1,Sad
回憶這些年來，我所走過的路，我很迷茫。,回憶呢啲年嚟，我所行過嘅路，我好迷茫。,1,Sad
花是我同學，我發資訊給她，因為她就在流花賓館附近的武警醫院上班。,花係我同學，我發信息畀佢，因為佢就喺流花賓館附近嘅武警醫院上班。,4,Neutral
她很快就到麥當勞找到了我。,佢好快就到麥當勞搵到咗我。,4,Neutral
